Brightness,Contrast,Sharpness,Noise,EdgeDensity,Filename,Processing
0.5679316520690918,0.18123118579387665,71.91406044091943,0.14276085793972015,0.012228310502283105,IS20250115_171841_9465_61003253.dcm,Processed_LinearRegression
0.6869815874294927,0.19278367413150277,82.741920481094,0.10082181410702797,0.002110730593607306,IS20250115_171841_9465_61003253.dcm,Original
0.5526589751243591,0.17622393369674683,96.79253422843036,0.1414763480424881,0.01080365296803653,IS20250115_171841_9465_61003253.dcm,Processed_RandomForest
0.6869815874294927,0.19278367413150277,82.741920481094,0.10082181410702797,0.002110730593607306,IS20250115_171841_9465_61003253.dcm,Original
0.6334735751152039,0.19692203402519226,73.13548519839036,0.14962971210479736,0.009711187214611873,IS20250115_171841_9465_61003253.dcm,Processed_XGBoost
0.6869815874294927,0.19278367413150277,82.741920481094,0.10082181410702797,0.002110730593607306,IS20250115_171841_9465_61003253.dcm,Original
0.44172966480255127,0.211079940199852,210.5954170512709,0.2210937738418579,0.007961187214611871,IS20250115_190348_9148_86297118.dcm,Processed_LinearRegression
0.5150665323663712,0.3009119041352232,116.69788312345442,0.3017414469357598,0.0033881278538812785,IS20250115_190348_9148_86297118.dcm,Original
0.45714643597602844,0.2287067323923111,247.51844407953206,0.23609349131584167,0.006264840182648401,IS20250115_190348_9148_86297118.dcm,Processed_RandomForest
0.5150665323663712,0.3009119041352232,116.69788312345442,0.3017414469357598,0.0033881278538812785,IS20250115_190348_9148_86297118.dcm,Original
0.4759691655635834,0.2464543879032135,203.24333485537076,0.25417864322662354,0.004779680365296804,IS20250115_190348_9148_86297118.dcm,Processed_XGBoost
0.5150665323663712,0.3009119041352232,116.69788312345442,0.3017414469357598,0.0033881278538812785,IS20250115_190348_9148_86297118.dcm,Original
0.4506179392337799,0.20281213521957397,134.313381770183,0.21373587846755981,0.00404337899543379,IS20250115_191316_7227_10120577.dcm,Processed_LinearRegression
0.5030450555107887,0.28353279412231364,101.51437962794768,0.303279999753845,0.002625570776255708,IS20250115_191316_7227_10120577.dcm,Original
0.4837271273136139,0.2359493225812912,160.07127706308128,0.2517682909965515,0.003560502283105023,IS20250115_191316_7227_10120577.dcm,Processed_RandomForest
0.5030450555107887,0.28353279412231364,101.51437962794768,0.303279999753845,0.002625570776255708,IS20250115_191316_7227_10120577.dcm,Original
0.5110117793083191,0.25854581594467163,307.1957266864952,0.2777339518070221,0.0035331050228310503,IS20250115_191316_7227_10120577.dcm,Processed_XGBoost
0.5030450555107887,0.28353279412231364,101.51437962794768,0.303279999753845,0.002625570776255708,IS20250115_191316_7227_10120577.dcm,Original
0.41612306237220764,0.22116008400917053,198.49798550134346,0.22923250496387482,0.007448630136986301,IS20250116_180218_7445_56958340.dcm,Processed_LinearRegression
0.4582496261975109,0.32773139353841446,89.4367351560174,0.33457342796901834,0.003603881278538813,IS20250116_180218_7445_56958340.dcm,Original
0.3745335638523102,0.21997451782226562,125.30631539717687,0.2280435413122177,0.004767123287671233,IS20250116_180218_7445_56958340.dcm,Processed_RandomForest
0.4582496261975109,0.32773139353841446,89.4367351560174,0.33457342796901834,0.003603881278538813,IS20250116_180218_7445_56958340.dcm,Original
0.34676826000213623,0.21159251034259796,172.9208077436343,0.21901987493038177,0.003608447488584475,IS20250116_180218_7445_56958340.dcm,Processed_XGBoost
0.4582496261975109,0.32773139353841446,89.4367351560174,0.33457342796901834,0.003603881278538813,IS20250116_180218_7445_56958340.dcm,Original
0.5461061000823975,0.15657128393650055,185.5038144896778,0.1435854285955429,0.011388127853881278,IS20250218_193552_3393_78829426.dcm,Processed_LinearRegression
0.6899376242277732,0.19675875795897296,175.69812036146033,0.114765966615783,0.0033344748858447487,IS20250218_193552_3393_78829426.dcm,Original
0.5304701328277588,0.15072780847549438,226.96554600148943,0.13426850736141205,0.009955479452054794,IS20250218_193552_3393_78829426.dcm,Processed_RandomForest
0.6899376242277732,0.19675875795897296,175.69812036146033,0.114765966615783,0.0033344748858447487,IS20250218_193552_3393_78829426.dcm,Original
0.5838109850883484,0.16246290504932404,153.9265460954095,0.13450345396995544,0.008874429223744292,IS20250218_193552_3393_78829426.dcm,Processed_XGBoost
0.6899376242277732,0.19675875795897296,175.69812036146033,0.114765966615783,0.0033344748858447487,IS20250218_193552_3393_78829426.dcm,Original
0.5126973986625671,0.13931746780872345,178.9256496072004,0.1408732533454895,0.01494406392694064,IS20250218_193621_8940_10081171.dcm,Processed_LinearRegression
0.6564579953442565,0.1350118631505305,236.9231397100756,0.11331651450827399,0.00472716894977169,IS20250218_193621_8940_10081171.dcm,Original
0.5990979075431824,0.1357346624135971,107.10178575334126,0.1252075880765915,0.009888127853881278,IS20250218_193621_8940_10081171.dcm,Processed_RandomForest
0.6564579953442565,0.1350118631505305,236.9231397100756,0.11331651450827399,0.00472716894977169,IS20250218_193621_8940_10081171.dcm,Original
0.6477482914924622,0.14038188755512238,321.2145743684439,0.12907174229621887,0.009312785388127853,IS20250218_193621_8940_10081171.dcm,Processed_XGBoost
0.6564579953442565,0.1350118631505305,236.9231397100756,0.11331651450827399,0.00472716894977169,IS20250218_193621_8940_10081171.dcm,Original
0.47804760932922363,0.15508943796157837,242.06846661583234,0.13742756843566895,0.02635958904109589,IS20250221_192657_5718_56712676.dcm,Processed_LinearRegression
0.5596067955949504,0.17236239615385207,373.5171666776705,0.12749850306145558,0.004647260273972603,IS20250221_192657_5718_56712676.dcm,Original
0.4769371747970581,0.14648835361003876,241.77106542606367,0.12733608484268188,0.015875570776255708,IS20250221_192657_5718_56712676.dcm,Processed_RandomForest
0.5596067955949504,0.17236239615385207,373.5171666776705,0.12749850306145558,0.004647260273972603,IS20250221_192657_5718_56712676.dcm,Original
0.46722060441970825,0.14398039877414703,239.7304448037975,0.12624330818653107,0.01602054794520548,IS20250221_192657_5718_56712676.dcm,Processed_XGBoost
0.5596067955949504,0.17236239615385207,373.5171666776705,0.12749850306145558,0.004647260273972603,IS20250221_192657_5718_56712676.dcm,Original
