Brightness,Contrast,Sharpness,Noise,Filename,Processing
0.6869815874294927,0.19278367413150277,82.741920481094,0.10082181410702797,IS20250115_171841_9465_61003253.dcm,Original
0.4939689040184021,0.29244551062583923,88.42171741145933,0.1784849613904953,IS20250115_171841_9465_61003253.dcm,Processed (Eq+Sharp+Denoise)
0.5150665323663712,0.3009119041352232,116.69788312345442,0.3017414469357598,IS20250115_190348_9148_86297118.dcm,Original
0.4922363758087158,0.2922132611274719,458.6173476226464,0.30398452281951904,IS20250115_190348_9148_86297118.dcm,Processed (Eq+Sharp+Denoise)
0.5030450555107887,0.28353279412231364,101.51437962794768,0.303279999753845,IS20250115_191316_7227_10120577.dcm,Original
0.4944128394126892,0.29137271642684937,1360.913661876523,0.3198491632938385,IS20250115_191316_7227_10120577.dcm,Processed (Eq+Sharp+Denoise)
0.4582496261975109,0.32773139353841446,89.4367351560174,0.33457342796901834,IS20250116_180218_7445_56958340.dcm,Original
0.4962080717086792,0.2876986563205719,1114.0078874241517,0.30433034896850586,IS20250116_180218_7445_56958340.dcm,Processed (Eq+Sharp+Denoise)
0.6899376242277732,0.19675875795897296,175.69812036146033,0.114765966615783,IS20250218_193552_3393_78829426.dcm,Original
0.49571821093559265,0.285922110080719,371.72405473087395,0.26468220353126526,IS20250218_193552_3393_78829426.dcm,Processed (Eq+Sharp+Denoise)
0.6564579953442565,0.1350118631505305,236.9231397100756,0.11331651450827399,IS20250218_193621_8940_10081171.dcm,Original
0.4964398443698883,0.2799531817436218,903.7169190354856,0.2924482524394989,IS20250218_193621_8940_10081171.dcm,Processed (Eq+Sharp+Denoise)
0.5596067955949504,0.17236239615385207,373.5171666776705,0.12749850306145558,IS20250221_192657_5718_56712676.dcm,Original
0.4923018217086792,0.2819526195526123,1401.1649291530146,0.2415715456008911,IS20250221_192657_5718_56712676.dcm,Processed (Eq+Sharp+Denoise)
